,Unnamed: 0.1,Unnamed: 0,trans_date_trans_time,cc_num,merchant,category,amt,first,last,gender,street,city,state,zip,lat,long,city_pop,job,dob,trans_num,unix_time,merch_lat,merch_long
178,178,115953,01/08/2020 00:49,3523840000000000.0,"fraud_Eichmann, Bogan and Rodriguez",gas_transport,102.63,Grace,Williams,F,28812 Charles Mill Apt. 628,Plantersville,AL,36758,32.6176,-86.9475,1412,Drilling engineer,20/11/1970,f6d6f5919adf1a667d55dae1a2cadc46,1375318141,32.625895,-86.148589
179,179,41905,05/07/2020 23:19,4377340000000000.0,fraud_Waters-Cruickshank,health_fitness,40.55,Nicholas,Mcmahon,M,2123 Jonathan Falls Suite 753,Heiskell,TN,37754,36.115,-84.0438,4729,"Geologist, wellsite",19/04/1982,f7ce387dd918cd72e7da847ccf01c684,1373066397,35.476743,-83.860679
180,180,386817,19/11/2020 13:38,6011500000000000.0,fraud_Dooley Inc,shopping_pos,130.52,Ashley,Whitney,F,4038 Smith Avenue,Jones,AL,36749,32.5104,-86.8138,1089,Materials engineer,02/11/1971,d1a6d080449325c78a0e1932043354e4,1384868298,32.638704,-87.683727
181,181,192507,27/08/2020 22:38,5540640000000000.0,"fraud_Weimann, Kuhic and Beahan",shopping_pos,3801.46,Kenneth,Foster,M,329 Michael Extension,Lawrence,MA,1843,42.6911,-71.1605,76383,Geoscientist,04/04/1985,f4233b42441274657d64ece8967b6782,1377643139,43.212531,-70.451707
182,182,391460,22/11/2020 01:11,6554250000000000.0,fraud_Kilback LLC,grocery_pos,102.73,Monique,Robinson,F,07712 Marcus Divide Apt. 831,Laguna Hills,CA,92637,33.615,-117.7114,45303,Sales executive,22/12/1969,4ae0e51d31e69c73e681ec87c0b3dd49,1385082707,34.22378,-117.216539
183,183,196196,29/08/2020 15:03,4642890000000.0,fraud_Bins-Howell,personal_care,104.97,Eddie,Mendez,M,1831 Faith View Suite 653,Clarinda,IA,51632,40.7491,-95.038,7297,IT trainer,13/07/1990,f6d557221bf2346f19cbad776e4c3f37,1377788636,40.753868,-95.656378
184,184,197603,30/08/2020 03:25,4277230000000000.0,"fraud_Rodriguez, Yost and Jenkins",misc_net,249.79,Jennifer,Vance,F,13299 Patrick Terrace,Rhame,ND,58651,46.1664,-103.7079,475,Illustrator,10/11/1955,6cbc2aaf28c1f050a4cb90324cd77f54,1377833142,46.356956,-103.49427
185,185,264451,27/09/2020 08:26,3502090000000000.0,fraud_Dach-Borer,grocery_net,72.25,Scott,Martin,M,31472 Cody Place Suite 740,Kensington,MD,20895,39.0298,-77.0793,19054,Operations geologist,08/09/1976,2333a37128cb80d0312685e262dda709,1380270362,39.694186,-77.039282
186,186,524827,25/12/2020 06:29,4.2097e+18,fraud_Conroy-Cruickshank,gas_transport,71.39,Sarah,Bell,F,6963 Russell Causeway Suite 231,Galatia,IL,62935,37.8274,-88.6235,1943,"Restaurant manager, fast food",19/10/1971,de55b6e3ddc02f4ba3a4394fa896f262,1387952976,37.336918,-88.983245
187,187,513150,22/12/2020 07:13,4294930000000.0,"fraud_Ferry, Lynch and Kautzer",misc_net,29.59,Misty,Rivera,F,1980 Vasquez Manors Apt. 574,Catawba,VA,24070,37.3696,-80.1284,1363,Equality and diversity officer,23/08/1940,c5ddff43207f53da320f0e24e8c64ed0,1387696398,37.814016,-80.939539
188,188,367305,10/11/2020 15:30,4412720000000000.0,fraud_Adams-Barrows,health_fitness,12.16,Richard,Marshall,M,295 Page Creek Suite 181,Greenbush,VA,23357,37.7681,-75.6664,776,Psychiatrist,17/11/1949,58781d4d9611123a5d52a8d9628c46d4,1384097422,37.186147,-74.916986
189,189,354242,05/11/2020 03:21,4.35579e+18,fraud_Miller-Hauck,grocery_pos,107.92,Tanner,Davis,M,2632 Stevens Light Apt. 213,Payson,IL,62360,39.8153,-91.2627,1656,Exhibition designer,04/08/1969,57195c888d6e707ae58df673f93c820d,1383621714,38.960787,-92.197813
190,190,211070,03/09/2020 16:09,4997730000000000.0,"fraud_Kuhic, Bins and Pfeffer",shopping_net,3.35,Stephanie,Taylor,F,598 Martin Pine Suite 365,Saint Paul,MN,55128,44.9913,-92.9487,753116,Fisheries officer,06/08/1971,97a490edb80608c5eb7e95ea364d0657,1378224551,45.887419,-93.723303
191,191,316779,19/10/2020 18:57,4294930000000.0,fraud_Stark-Batz,entertainment,44.61,Misty,Rivera,F,1980 Vasquez Manors Apt. 574,Catawba,VA,24070,37.3696,-80.1284,1363,Equality and diversity officer,23/08/1940,d93ad0fb7f73705c500855a9c1045eb9,1382209061,36.901714,-81.031987
192,192,419971,01/12/2020 16:27,371226000000000.0,fraud_Kertzmann LLC,health_fitness,41.04,Stacy,Lambert,F,85430 Julie Trafficway Suite 792,Mulberry Grove,IL,62262,38.9311,-89.2463,1810,Race relations officer,24/12/1974,79669a14e92ed9fd6b7869b55ae37fb9,1385915225,38.555163,-88.971171
193,193,76907,18/07/2020 08:54,676149000000.0,fraud_Heathcote LLC,shopping_net,5.47,Jennifer,Vega,F,91644 Crystal Drives,Eagarville,IL,62023,39.1118,-89.7855,91,Materials engineer,18/11/1962,3aa01f0032f11ab296e54eeb107db0f9,1374137685,38.715357,-89.960761
194,194,382132,17/11/2020 06:52,6554250000000000.0,fraud_Kuhn LLC,shopping_pos,9.76,Monique,Robinson,F,07712 Marcus Divide Apt. 831,Laguna Hills,CA,92637,33.615,-117.7114,45303,Sales executive,22/12/1969,3ab12175fd814adcfbccadbd7a2b484e,1384671128,33.649419,-118.421091
195,195,64107,13/07/2020 13:36,3531130000000000.0,"fraud_Roberts, Ryan and Smith",personal_care,5.29,Shelby,Mitchell,F,974 Cindy Stream,Brandon,VT,5733,43.8065,-73.0882,5895,"Scientist, marine",13/07/1975,8ebc3e012264d0db961e64f7c755d431,1373722608,43.098545,-73.701361
196,196,63654,13/07/2020 11:04,6534630000000000.0,fraud_Rodriguez Group,gas_transport,48.56,Christine,Harris,F,29606 Martinez Views Suite 653,Hinesburg,VT,5461,44.3346,-73.098,4542,Claims inspector/assessor,19/03/1998,2d872eda421a0719fbe4de3f3c4f72c6,1373713447,43.400667,-73.712709
197,197,21507,28/06/2020 21:04,30551600000000.0,fraud_Frami Group,entertainment,48.04,Morgan,Smith,F,1441 Bradley Place,Grover,NC,28073,35.1836,-81.4552,5621,Toxicologist,14/11/1973,3940c494e72993144f19d7c01dc95648,1372453452,35.432031,-81.019366
198,198,250566,21/09/2020 00:18,4384910000000000.0,fraud_Morissette LLC,entertainment,56.04,Michelle,Russell,F,55505 Christy Via,Hawley,MN,56549,46.9777,-96.4092,4508,Naval architect,24/04/1949,da3d5db8e2092a03aabd85c523bbabe5,1379722733,46.902838,-96.712539
199,199,15299,26/06/2020 15:40,373905000000000.0,"fraud_Brown, Homenick and Lesch",health_fitness,6.47,Sarah,Bishop,F,554 Mcdonald Valley Apt. 539,Meridian,TX,76665,31.929,-97.6443,2526,Phytotherapist,12/11/1970,b15a680b79d47de5b948167e44f3432b,1372261211,31.342149,-97.811242
