Unnamed: 0,trans_date_trans_time,cc_num,merchant,category,amt,first,last,gender,street,city,state,zip,lat,long,city_pop,job,dob,trans_num,unix_time,merch_lat,merch_long
10,21/06/2020 12:16,2242540000000000.0,"fraud_Feil, Hilpert and Koss",food_dining,7.01,Samuel,Jenkins,M,43235 Mckenzie Views Apt. 837,Westport,KY,40077,38.4921,-85.4524,564,Pensions consultant,10/04/1996,3b8e4d02d9e1a3bf97cf449eb0317f2c,1371816980,38.977546,-84.727994
471856,13/12/2020 18:12,30561200000000.0,"fraud_Schuppe, Nolan and Hoeger",shopping_pos,6.26,Gina,Morrison,F,41851 Victor Drives Suite 219,Allentown,PA,18103,40.5891,-75.4645,166081,"Scientist, research (maths)",01/10/1998,4b566a3acd8dd4519c462777a03636b5,1386958341,40.31787,-76.42892
44234,06/07/2020 14:45,2233880000000000.0,"fraud_Turner, Ziemann and Lehner",food_dining,4.81,Jamie,Robinson,F,67089 Caitlin Meadow Apt. 905,Sturgis,MS,39769,33.357,-89.0473,1923,Medical physicist,16/01/1960,f4a721a704b6eeb68e068f22e90151c8,1373121923,33.649396,-88.316088
50468,08/07/2020 06:29,6011890000000000.0,fraud_Smith-Stokes,misc_pos,19.38,Erin,Chavez,F,3379 Williams Common,Littleton,CO,80120,39.5994,-105.0044,320420,Water engineer,31/07/1975,8cfa2c41a1df74bb8618d41c99cddf40,1373264993,38.737486,-105.57755
15854,26/06/2020 20:32,6538440000000000.0,"fraud_Boehm, Block and Jakubowski",misc_pos,148.66,Gina,Grimes,F,444 Robert Mews,Clarks Mills,PA,16114,41.3851,-80.1752,606,Energy manager,22/09/1997,d4d570ee3a8305dfbd684303a63aea1f,1372278741,41.226616,-80.876764
153212,13/08/2020 21:52,6550400000000000.0,"fraud_Durgan, Gislason and Spencer",home,7.05,Harry,Mckee,M,95351 Sullivan Viaduct Apt. 239,Port Charlotte,FL,33981,26.9379,-82.2388,79008,Quantity surveyor,31/08/1984,1f613f89e21a78a10e7609da1e277dca,1376430746,27.913842,-82.363757
42716,06/07/2020 05:02,6538440000000000.0,fraud_Dach-Borer,grocery_net,6.32,Gina,Grimes,F,444 Robert Mews,Clarks Mills,PA,16114,41.3851,-80.1752,606,Energy manager,22/09/1997,2bd620cdffdd2875575eb92feaaada12,1373086940,40.502862,-80.061813
464029,11/12/2020 21:58,4.71574e+18,fraud_Berge-Ullrich,home,89.46,Robert,Drake,M,463 Willie Estates,Burbank,OK,74633,36.6966,-96.7869,471,Sub,30/03/1941,066cd6e9a47c2c2fd6be56507b7fa15f,1386799082,36.097758,-96.411193
712,21/06/2020 16:15,4562830000000.0,fraud_O'Keefe-Wisoky,food_dining,48.39,Christopher,Johnson,M,28711 Kristine Junction Suite 309,Greenville,OH,45331,40.0987,-84.6342,22930,Media planner,26/11/1971,2f353a5655cd42d55510f25582872343,1371831327,39.353391,-85.477974
497786,19/12/2020 13:04,3577790000000000.0,fraud_Donnelly LLC,entertainment,58.98,Mary,Humphrey,F,9853 Flynn Hollow Apt. 602,Reynolds,ND,58275,47.7068,-97.2092,733,Visual merchandiser,12/11/1994,be3d791ce72c0e67bc53d1af43ad8d63,1387458279,47.600354,-98.159022
405520,28/11/2020 05:46,180040000000000.0,fraud_Schuppe LLC,entertainment,13.53,Mary,Schmidt,F,022 Moore Island,New York City,NY,10162,40.7699,-73.9511,1577385,Audiological scientist,29/12/1957,bf0d03f6978319ee438e2f756ca25dbe,1385617593,40.903622,-73.943249
497252,19/12/2020 09:03,3573030000000000.0,fraud_Welch Inc,misc_net,16.63,Joanne,Williams,F,3638 Marsh Union,Altonah,UT,84002,40.3207,-110.436,302,"Sales professional, IT",17/01/1990,be9f3ae93cfc97dd370247b09d3c74e2,1387443833,39.92989,-111.006854
455272,09/12/2020 11:04,30501600000000.0,"fraud_Bernier, Streich and Jewess",grocery_net,33.0,Amanda,Smith,F,180 Graves Shore,Scotia,SC,29939,32.6786,-81.2455,302,Magazine features editor,04/05/1973,ca83fa72942d38ee4a06127c0c8f2013,1386587061,33.420321,-80.728223
80886,19/07/2020 17:40,3593120000000000.0,fraud_Little Ltd,kids_pets,12.08,Laura,Casey,F,6114 Moran Way,Steuben,ME,4680,44.4971,-67.9503,1131,Make,10/05/1959,76971a04a1588460a4c43e43388938cb,1374255630,44.832646,-66.978745
298161,11/10/2020 22:31,3561210000000000.0,fraud_Kris-Padberg,shopping_pos,29.47,Jose,Campbell,M,550 Cunningham Squares,Dadeville,AL,36853,32.8224,-85.7704,8269,Minerals surveyor,04/01/1977,000de428109c7b3f24e17d68e2069807,1381530669,32.531293,-86.302895
268361,28/09/2020 16:11,4103160000000.0,"fraud_Bahringer, Bergnaum and Quitzon",home,83.85,Christopher,Adkins,M,3512 Knight Center,Lorenzo,TX,79343,33.6666,-101.5277,1571,Petroleum engineer,27/06/1982,b492e7532e6340842734301c929a5a9f,1380384697,32.807736,-100.767723
519,21/06/2020 15:09,30270400000000.0,fraud_Macejkovic-Lesch,shopping_pos,3.09,Lisa,Lin,F,908 Brooks Brook,Lomax,IL,61454,40.6761,-91.0391,725,Environmental consultant,28/11/1972,b8565ce8834eb042e86a0263a7dae4f1,1371827341,41.143338,-90.502649
8262,23/06/2020 15:22,375237000000000.0,"fraud_Kling, Howe and Schneider",home,12.59,David,Erickson,M,616 Jimenez Meadow Apt. 701,East Rochester,NY,14445,43.1128,-77.4906,8019,Retail buyer,26/06/1928,bda1ff443a83a6616e3b71b9b5e346a0,1372000928,43.414026,-77.384915
